source,timestamp,COMMAND_ID,COMMAND_STATUS,GAS_NUMBER,DEVICE_STATUS_LEAST,DEVICE_STATUS_MOST,MFC_PRESSURE,MFC_FLOW_TEMPERATURE,MFC_VOLUMETRIC_FLOW,MFC_MASS_FLOW,MFC_MASS_FLOW_SETPOINT
ACE_Alicat,1581316082.617722,0.6868180496671576,0.3872788752088604,0.19259859517008604,0.12571905857635413,0.6146168172292131,0.1459730407238673,0.30765662857438447,0.3059359617687615,0.06813404366073195,0.6897612812069116
ACE_Alicat,1581316083.617722,0.1461044746649094,0.6179242593373186,0.31389002705414437,0.859869017384181,0.42463867716765447,0.7339520472586838,0.007284573051486332,0.8261786865954848,0.057702012366150135,0.7341233432397233
ACE_Alicat,1581316084.617722,0.6968121437468223,0.6905598604835641,0.891145638097048,0.32672282168254185,0.4017991236229329,0.023690508985651948,0.0010727566717875225,0.3011419815023644,0.008666729560778852,0.11657731882450517
ACE_Alicat,1581316085.617722,0.3552725600684462,0.8572919090150183,0.20563387067575434,0.6648766811950425,0.7998076875157588,0.9185389588705654,0.8100132997076112,0.6601028232644983,0.500773442474155,0.2922857657727388
ACE_Alicat,1581316086.617722,0.8040071139111281,0.977323048521314,0.7412644982158638,0.8023852457510731,0.9910891327349267,0.013712226260351179,0.960739981813516,0.258349937832143,0.8633535596250242,0.34853540911112335
ACE_Alicat,1581316087.617722,0.4298978292725272,0.8445253252520497,0.7550344693688988,0.9991801424062369,0.09110047397581911,0.7995242653031951,0.12120727096427875,0.6833783612001457,0.4251001601465527,0.8013236645034107
ACE_Alicat,1581316088.617722,0.0019434325730406377,0.6964390825707543,0.03472850985704712,0.3959680120904169,0.26920222616739053,0.39598361035573937,0.8976539277465155,0.10715438297179014,0.7581221260244894,0.004439409241376646
ACE_Alicat,1581316089.617722,0.3956076001553458,0.6900029323687378,0.7199195141579973,0.8802233392587462,0.8219612258108208,0.5265597519972552,0.08662330192922685,0.8012572831664486,0.8137950204936927,0.3626034027020172
ACE_Alicat,1581316090.617722,0.79406416517029,0.2462122300652836,0.7151202210299391,0.5406402921613042,0.49392289045467674,0.37478429408698843,0.8573289666410245,0.9861703913702877,0.7512091038304817,0.5694261805215391
ACE_Alicat,1581316091.617722,0.10858389703225368,0.5907555353791175,0.3606034541968608,0.9982124150149208,0.9218292890085927,0.7500214212073955,0.3777301804756519,0.47227853120642715,0.7315510650400059,0.5944512027042309
ACE_Alicat,1581316092.617722,0.2133859714959111,0.8608213655500553,0.428846822047241,0.9196106705745457,0.11283764018775566,0.19275028854260767,0.0655385863300636,0.2664728324067459,0.7137604989582943,0.5292834129764173
ACE_Alicat,1581316093.617722,0.7726358720208891,0.7264702001949483,0.22712748596634302,0.5609041629534545,0.353999001328659,0.05788321053996903,0.2174855423607881,0.3510546403853563,0.9113190291127704,0.9022124803106982
ACE_Alicat,1581316094.617722,0.8685910214048373,0.610884291371073,0.26060768732798356,0.23194581812466974,0.7086467255368953,0.372270334175564,0.4858535266623667,0.11624309851912873,0.39067044023330233,0.7460212969269827
ACE_Alicat,1581316095.617722,0.7552989790523943,0.25497540252677486,0.19860617167890537,0.588063267281436,0.034569357266586276,0.5008646864452032,0.1572973065298061,0.3630486161416435,0.9080696620234256,0.578536487383183
ACE_Alicat,1581316096.617722,0.3671643513461873,0.31960185548803766,0.98108906763347,0.5238265788117564,0.82948205604019,0.5541803326313487,0.4668874773385674,0.9683626879611992,0.30595427391028174,0.9186110865142234
ACE_Alicat,1581316097.617722,0.1337957678899493,0.14480956649512766,0.39786251930825556,0.39778194878970363,0.5391293722378447,0.6207481673204643,0.058810937849467004,0.32521262433565046,0.2561666241249305,0.6609084979230888
ACE_Alicat,1581316098.617722,0.25098046302289256,0.8548418221587035,0.12969293569488605,0.3569023999675507,0.4516228969266862,0.9185351307990984,0.33628596685647716,0.8624778970888314,0.6648778296941559,0.2612336469364507
ACE_Alicat,1581316099.617722,0.8875744633166531,0.3940329863002864,0.24132331523225914,0.846173289237795,0.16014831687939113,0.7813979489038564,0.330570793485494,0.9048815936274605,0.2717728212348335,0.7457247653528216
ACE_Alicat,1581316100.617722,0.5878566551536876,0.05633106771048746,0.11212643591058113,0.8789553735309259,0.8957306328730921,0.858814411168298,0.48491456161018154,0.07328445591235055,0.04380788848348871,0.8434515392834065
ACE_Alicat,1581316101.617722,0.022370478850827324,0.4057958929057557,0.07390431927652641,0.5723115687495685,0.6471966623539742,0.42527817812086455,0.9740001337548416,0.7405922619456956,0.18822100569279743,0.05787062396170661
ACE_Alicat,1581316102.617722,0.6849154705158433,0.14959118968811203,0.8188492344051213,0.21731322589389535,0.13366220701345355,0.9945963557695316,0.9548927368369406,0.8648656642881442,0.47073035002683516,0.35070515194124097
ACE_Alicat,1581316103.617722,0.0648398066917032,0.8966097182333193,0.7236616292244863,0.6822208811054097,0.5696459262566603,0.9728662480311001,0.8851465065353024,0.9562236453999993,0.0005251131525901842,0.3214237147897816
ACE_Alicat,1581316104.617722,0.9191811474039246,0.2347426792540832,0.4471230368788264,0.3546229039666694,0.3450859803420978,0.299793081267403,0.25428110713566465,0.1275976486961483,0.3125284102206196,0.5791199626417697
ACE_Alicat,1581316105.617722,0.14657885570764329,0.18703878955617648,0.09730165924642398,0.5029755756408777,0.2592906011145877,0.10186712934951125,0.7619322883330919,0.01399149258637633,0.8934298508370607,0.4023374973905648
ACE_Alicat,1581316106.617722,0.9621700562317441,0.26760305070209334,0.5452584048474863,0.11990249253568497,0.8882011821453482,0.5187333912118796,0.84499114186089,0.8424335934705671,0.1890772909966142,0.49947396195661276
ACE_Alicat,1581316107.617722,0.9463048261568562,0.7029948813619759,0.46007672059412164,0.35855560639589323,0.025027529250049363,0.44077765843384076,0.030277944575715532,0.020560766553817555,0.5012003651502315,0.9592151084278007
ACE_Alicat,1581316108.617722,0.8987240079049281,0.2272801699599024,0.43681058637797643,0.22944544673909906,0.9293112879042867,0.48452713823005,0.9270849568366724,0.4634879420344098,0.5474249239958676,0.4285447152161572
ACE_Alicat,1581316109.617722,0.11793419575274278,0.33695047395729905,0.9711505830757565,0.7346010927833644,0.35406135221906065,0.2536141918437087,0.1327719408849638,0.7386958251120511,0.7054559278454904,0.188030832028526
ACE_Alicat,1581316110.617722,0.312768190451971,0.019240025532895833,0.8709419643654561,0.8863659094717833,0.9481905023390591,0.2765548111045628,0.30968424991015353,0.7375045966849464,0.5251020058503398,0.17206574297453892
ACE_Alicat,1581316111.617722,0.6712688409108393,0.9907779989781051,0.32819175913542586,0.10647777512610346,0.04893453976962181,0.4936567740087232,0.04080600500091769,0.9730796013982024,0.31939942924840725,0.58603871425121
ACE_Alicat,1581316112.617722,0.826828603827482,0.6298670267518057,0.26856999328183095,0.8919566168688147,0.434557655196367,0.09717012294351968,0.5361345973917178,0.768600988812934,0.629435546873834,0.9003240189893512
ACE_Alicat,1581316113.617722,0.15103558353717383,0.062270816864334555,0.47006517496271805,0.6047442463141369,0.7375402692914425,0.28420106323638816,0.28413821496321123,0.5964817327030408,0.707947348202457,0.9067696404955318
ACE_Alicat,1581316114.617722,0.3599442760924343,0.7391226051879863,0.20222031682271036,0.13235523287767337,0.6625216288358148,0.7775639834315966,0.727922748393331,0.3246504465786626,0.3307727793338169,0.04344966966739183
ACE_Alicat,1581316115.617722,0.07625850412419166,0.5094747651151259,0.5205477657249266,0.8811247613530298,0.6731483252698958,0.7903360439677213,0.12975028792257393,0.5696174663321144,0.2144132686273359,0.34568491147924285
ACE_Alicat,1581316116.617722,0.2781935059371279,0.43946711546650785,0.06950655876678691,0.46228637406912987,0.8239032287263736,0.34672631677591037,0.6927702649328658,0.48908689480581846,0.7940007420052398,0.4806303288751089
ACE_Alicat,1581316117.617722,0.19849386995795393,0.3043565929451959,0.4359024889980494,0.12982158936850208,0.8540046588662198,0.6429843424001565,0.7229330394402674,0.7613540157926688,0.4897090796111222,0.8709505606213175
ACE_Alicat,1581316118.617722,0.25427849218113596,0.33563648055358475,0.2035108989912593,0.43196955970571915,0.8869345528485381,0.20410465060291993,0.2808915183850431,0.35250298250628587,0.2916761973293005,0.4220455523902237
ACE_Alicat,1581316119.617722,0.26689747665672336,0.7196392154584411,0.16530892021563626,0.0176646185387187,0.015043928472644685,0.7730619727332013,0.6227185578886107,0.8616799563813273,0.40029986653583216,0.16110834703547638
ACE_Alicat,1581316120.617722,0.0668626073483366,0.8703597209745307,0.5193890620870992,0.13001122529692632,0.1106136873320267,0.6405470362696657,0.07023356852378682,0.6954374038345394,0.2764687389917979,0.7288159422789401
ACE_Alicat,1581316121.617722,0.02639062563795025,0.6797576080348943,0.3472331703418392,0.9322398089620418,0.7591475723436474,0.34359665465799927,0.11955170525009351,0.047809703812911275,0.13032425030378236,0.8193547352654829
ACE_Alicat,1581316122.617722,0.22558004767634976,0.5099797705292402,0.7619041208500715,0.13363761896931636,0.18074209209979963,0.8447935319849067,0.9209918227720207,0.05139041778025666,0.2227510424193685,0.4233714971880531
ACE_Alicat,1581316123.617722,0.6160116996223067,0.8512205414056853,0.4886426001755356,0.7721950137250725,0.012050191344173067,0.8792085547473188,0.7921025820545385,0.07524689644114013,0.9114480102503177,0.7489969446480833
ACE_Alicat,1581316124.617722,0.5094647227890226,0.5137940111812869,0.47984187763593067,0.14131662843626547,0.3977465981585492,0.6499230180119885,0.9900715443597627,0.9870131279642903,0.7567984851138199,0.032187256614665594
ACE_Alicat,1581316125.617722,0.9689812275157744,0.7843595462795402,0.7404692169899073,0.05719480765340368,0.7661384200795348,0.5318354095141433,0.024964742527215034,0.6485113735642674,0.6702582978785744,0.8029683090263842
ACE_Alicat,1581316126.617722,0.402013890942047,0.3376879910855569,0.7249962756948568,0.6357084415875227,0.369265485302122,0.22452253340902395,0.2953601484028505,0.493200588734103,0.739908145121671,0.5508935845663012
ACE_Alicat,1581316127.617722,0.37626148065373266,0.48549123128743643,0.5480910814436477,0.7827891076018907,0.09517980524305547,0.8130654298008624,0.3804288226843445,0.6293572271479376,0.46102056907054234,0.715914309133111
ACE_Alicat,1581316128.617722,0.6811024632912117,0.5201790359998126,0.3875574966190706,0.9262137795874539,0.18527669676689018,0.2648988656044955,0.10228381026320099,0.33797996894295457,0.535090299367874,0.615433029827595
ACE_Alicat,1581316129.617722,0.15943291429787643,0.8001568955781599,0.1745986726166694,0.458755221569743,0.5036224028495395,0.7778228344717139,0.08995154336965927,0.3657215362971873,0.11327304033605679,0.8071166782490935
ACE_Alicat,1581316130.617722,0.07426752498905942,0.7568112624608863,0.46630218043223026,0.28965717311878547,0.9613157135567312,0.9123519926766112,0.6322636920968144,0.9379471119239455,0.24639769275376866,0.7195757650468643
ACE_Alicat,1581316131.617722,0.45569690903536475,0.4126641411767541,0.7463087661850268,0.6440190205201006,0.5218766995542796,0.23490815492029427,0.9938814135291975,0.03481371762830532,0.5640586722638492,0.9231106747009593
ACE_Alicat,1581316132.617722,0.5390478811835302,0.5389192027433901,0.9550469034119861,0.8936422499705128,0.709234566717667,0.06653740922967422,0.2838513027557049,0.4389724654846445,0.32150820366846733,0.5287572397772788
ACE_Alicat,1581316133.617722,0.07839870896355516,0.6907841695748502,0.03446601637304403,0.7718819265546637,0.45173868969053277,0.47625388062722984,0.6697474638779889,0.2962281615097099,0.31340658944465005,0.3268145670848237
ACE_Alicat,1581316134.617722,0.7794746047335332,0.18276744210175777,0.5831365363574093,0.045445647426110014,0.6098015810765055,0.5472675036327322,0.4529378892268836,0.9350513812426604,0.6986488251770521,0.9269213718208124
ACE_Alicat,1581316135.617722,0.8019690802952278,0.23300848283390552,0.39009443786873843,0.8327660090869216,0.7306796809606042,0.9581325746791678,0.6586778098759658,0.46023998057242677,0.3969798408376781,0.8654062650254293
ACE_Alicat,1581316136.617722,0.08671865771471021,0.3719625904754065,0.5226060951168241,0.625821944111814,0.4560320170536605,0.44993559039622744,0.8805717987488529,0.6380422737358418,0.4655041756674909,0.4765219499276616
ACE_Alicat,1581316137.617722,0.8044343849981938,0.12872712244433826,0.44284665356216335,0.07366269871261766,0.21096874899532336,0.5600225136910857,0.33007173204884566,0.23355594565457294,0.9199800491340454,0.3459736020145896
ACE_Alicat,1581316138.617722,0.004288433894176991,0.10566127991091934,0.1758623193233264,0.706715759100103,0.4583772564478419,0.9715204515678609,0.9665846910913205,0.9581473995164421,0.022499927316498303,0.8015773086711417
ACE_Alicat,1581316139.617722,0.6698492518737809,0.695307829787178,0.24305346770694114,0.2037433066705503,0.6955594117214031,0.44583877567783425,0.9020494661307017,0.319255226582011,0.815591308202699,0.4566553433760505
ACE_Alicat,1581316140.617722,0.10509168464778096,0.7705756602666917,0.004417447715787226,0.6090223527158479,0.3192785339803841,0.040583676391648726,0.5141131086507451,0.07991416757039149,0.2547009017659654,0.7318286065716201
ACE_Alicat,1581316141.617722,0.5224163402405353,0.5848073238616507,0.5131842037149571,0.724985198659084,0.9732936881876576,0.7500523841221615,0.0441622855804934,0.48381359680624314,0.05156166972871401,0.4414387847200282
ACE_Alicat,1581316142.617722,0.13014089886833646,0.00034023238856040194,0.36659723712059633,0.5525390032288516,0.5663489816255901,0.0849725913569247,0.40742263492299446,0.5581492809619963,0.09906531460505574,0.17352162791383963
ACE_Alicat,1581316143.617722,0.382391377049927,0.3614403423235404,0.4274957550965476,0.5868130082062645,0.9771026707332665,0.9258171441102999,0.3474295026933746,0.1413331934524047,0.6663680461172823,0.6994085480347871
ACE_Alicat,1581316144.617722,0.7557319009690042,0.5203078183600072,0.975842758916598,0.17565142078159335,0.08051219389053732,0.22282379259612806,0.0996089473910976,0.6524275836761636,0.017963890840437702,0.6472654853034183
ACE_Alicat,1581316145.617722,0.5051052245933139,0.11637593519353195,0.39552964341284447,0.00846537236985323,0.601286124906839,0.17082589445208174,0.6273569088464579,0.6637225997482666,0.13528419840008132,0.7192708149450139
ACE_Alicat,1581316146.617722,0.6242868291394444,0.669907124975491,0.4817504194550716,0.6151257731279369,0.6590896583825068,0.6126863895707015,0.04344106684555149,0.9248859264758887,0.797942130734525,0.12291173176770898
ACE_Alicat,1581316147.617722,0.396442487992134,0.904682953489587,0.9236874599144389,0.27056947112782026,0.7859546792502535,0.12663308635682424,0.021090901891514524,0.346087233140871,0.2355177702494622,0.42390989837126103
ACE_Alicat,1581316148.617722,0.6656305716627592,0.6644807792017114,0.6403767368563104,0.5632226604066211,0.8545381496087423,0.7238963265229518,0.001067834977441895,0.910392530735006,0.23356098396048763,0.23794774639412042
ACE_Alicat,1581316149.617722,0.9033443170656975,0.4803331554351974,0.44973987150804484,0.07953009446846215,0.26970847375265217,0.16360606233247,0.8653567718994896,0.22201450188039773,0.21530803928207787,0.2613234536917497
ACE_Alicat,1581316150.617722,0.4514411086912352,0.05293493764531121,0.5820732642825528,0.24744938925787663,0.04436111473492921,0.5856136106823747,0.06633277575360219,0.8586650225679673,0.8617010819465298,0.3209462364040341
ACE_Alicat,1581316151.617722,0.3534386101547432,0.8866940028719079,0.5021789616225444,0.29113890562723677,0.8103427166754752,0.8699889052087113,0.08401283327328868,0.14110508213625206,0.038898708604352406,0.4405162745065756
ACE_Alicat,1581316152.617722,0.5017014629474041,0.7393636322252592,0.37446401752987424,0.9878978740935496,0.8064813576331977,0.7223587553872912,0.540453543213056,0.8570009848026082,0.7313879541164586,0.8850065131393464
ACE_Alicat,1581316153.617722,0.346630837054701,0.7200704706282766,0.7178484396109904,0.5749989648967682,0.16669225446582348,0.011314619361809108,0.8114890054730003,0.5067315583729328,0.7156145991971836,0.8809447812868054
ACE_Alicat,1581316154.617722,0.6611677441919395,0.9683227968834721,0.003972598051280141,0.784351200284787,0.8621881905571686,0.6270901557534186,0.20262599530517,0.8909182570960998,0.30033059725892897,0.8044789417398006
ACE_Alicat,1581316155.617722,0.7009743957229249,0.9812029706870785,0.2844855277806785,0.37134110330625536,0.715540144070043,0.053011859262362626,0.1448823636000356,0.27554912604771153,0.9237847047109989,0.5752449606643304
ACE_Alicat,1581316156.617722,0.07984593956017239,0.42689428809686203,0.07014612114485741,0.863566167712119,0.4013933961632987,0.23996689779681868,0.11281047900402608,0.6098510519994133,0.47106931285890796,0.3265816286173244
ACE_Alicat,1581316157.617722,0.08759711924858371,0.2262904443134004,0.8016241847828525,0.543539026838165,0.582573029758074,0.8354947043432825,0.6307749785234671,0.3449794812770698,0.5639852884466668,0.7992845859648102
ACE_Alicat,1581316158.617722,0.6273061845584752,0.7972865838069683,0.9696417676196364,0.12510768284991425,0.23775148706039062,0.8647449589996616,0.3257694105142066,0.09862384804760171,0.7699854670802869,0.37722746996488943
ACE_Alicat,1581316159.617722,0.5315238573116859,0.6505657717534186,0.7347676988692627,0.9714344054876329,0.7792607946706323,0.5878408516195327,0.9766735930537834,0.25247964080542673,0.8664457041465743,0.9311393092769887
ACE_Alicat,1581316160.617722,0.44258595219223207,0.14057324305390428,0.263345793360095,0.6279320051216636,0.20278054276906254,0.6759163363969583,0.23857626295668422,0.1346135038823809,0.15301252887387118,0.6716295271900389
ACE_Alicat,1581316161.617722,0.6311593178778204,0.36477303971178876,0.600892911629961,0.2690542465439957,0.9437898027386457,0.5170593854581294,0.26803573979748796,0.3294478689647047,0.25818472581708174,0.9624899757714451
ACE_Alicat,1581316162.617722,0.17592337077985143,0.4494010316346889,0.7239137472844285,0.23000665808655396,0.9253318786074991,0.7117463490142042,0.34008544504334715,0.2462907581872239,0.986359789481605,0.6771004327948257
ACE_Alicat,1581316163.617722,0.2948510199800738,0.6014262195832322,0.6419985408904971,0.9984575207325306,0.7576043945004456,0.9410451193460891,0.7458902794491353,0.8823991975695802,0.23931268775310288,0.1615044279353678
ACE_Alicat,1581316164.617722,0.21020243462622246,0.4279090818123872,0.5488775169885426,0.752694712741192,0.15119026344191056,0.10878743975188698,0.9960502321705113,0.9173601827472831,0.547405362502484,0.5939496144419059
ACE_Alicat,1581316165.617722,0.9680444457147251,0.3316140091541717,0.4237727257918942,0.29587317924399625,0.3509708151920172,0.7531729214904878,0.3884066708817049,0.22335827430384103,0.367374686799118,0.21038703281445315
ACE_Alicat,1581316166.617722,0.0322590122134786,0.4727534882108606,0.557828358941177,0.2144488532819223,0.7933838514661782,0.23095011530094633,0.9155629737199238,0.748495717409667,0.4554817237023775,0.2963042263549276
ACE_Alicat,1581316167.617722,0.6423490901493526,0.5344000388517243,0.2210597608591468,0.3139362743982388,0.3683381955428604,0.9389970195586574,0.5732881064882593,0.7926395396843312,0.0697727458803874,0.5598862230071814
ACE_Alicat,1581316168.617722,0.2655469957770734,0.4864134043765248,0.6190838210934391,0.12959057002080254,0.5606210291783067,0.5930788859019059,0.7317986065309039,0.1752455034126008,0.6454619583213479,0.22810684160904393
ACE_Alicat,1581316169.617722,0.13761081269745368,0.2609894764021211,0.23270936141764575,0.4587893231032685,0.7821240955447076,0.8166430169697707,0.9870464797620667,0.27659559374543996,0.6654988627270229,0.7864873688223005
ACE_Alicat,1581316170.617722,0.260968337952179,0.015656395309306403,0.5424545361290868,0.018357110017158673,0.22719507944549333,0.19939531005579525,0.7388756054509419,0.4258096773929122,0.4791172914449977,0.5310627893628189
